Name,Address,Latitude,Longitude,Category,Wardname,Ownership,LGAname,Wardcode,Func_Stats,Source,Alt_Name
Kikon Health Clinic,"Numan, Adamawa, Nigeria",9.475524902,11.98327637,Private Non Profit,Kodomti,State Primary Healthcare Development Agency,Numan,ADSNUM05,Functional,eHA Polio,Kikon Health Clinic
Lainde Health Post,"Laide Health Post, Fufore, Adamawa, Nigeria",8.847290039,12.46990967,Dispensary,Yadim,State Primary Healthcare Development Agency,Fufore,ADSFUR11,Functional,eHA Polio,
Maliki Gereson Health Post,"Demsa, Adamawa, Nigeria",9.358839,12.07826,Dispensary,Dwam,Others,Demsa,ADSDSA06,Unknown,eHA Polio,
Magdari Health Post,"Magdari Health Post, Song, Adamawa, Nigeria",9.667275604,12.94701423,Dispensary,Farang,State Primary Healthcare Development Agency,Fufore,ADSFUR02,Unknown,eHA Polio,Health Post Magdari
Ribadu Health Center,"Mayo-Belwa, Adamawa, Nigeria",9.07792,12.03582,Maternity Home,Ribadu,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA10,Unknown,eHA Polio,
Munduva Bamako Dispensary,"Tabzaiya, Mubi South, Adamawa, Nigeria",10.2294,13.31644,Dispensary,Gude,State Primary Healthcare Development Agency,Mubi South,ADSGYL04,Unknown,eHA Polio,
Ngungwaling Health Post,"Musuiti Health Post, Demsa, Adamawa, Nigeria",9.508728027,12.21252441,Dispensary,Mbula,State Primary Healthcare Development Agency,Demsa,ADSDSA09,Functional,eHA Polio,Musuiti Health Post
Roma Primary Health Center,"Song, Adamawa, Nigeria",9.696899414,12.44207764,Maternity Home,Suktu,State Primary Healthcare Development Agency,Song,ADSSNG09,Unknown,eHA Polio,
Shiure Maternal and Child Health Clinic,"Song, Adamawa, Nigeria",9.84588623,12.28771973,Maternity Home,Dirma,State Primary Healthcare Development Agency,Song,ADSSNG01,Functional,eHA Polio,Health Post Share
Timbo Primary Health Center,"Jauro Yaji, Teungo, Adamawa, Nigeria",8.195678711,12.0020752,Private Non Profit,Kiri 2,State Primary Healthcare Development Agency,Toungo,ADSTNG05,Functional,eHA Polio,
Wummu Bamako Dispensary,"Barama Lokuwa, Michika, Adamawa, Nigeria",10.51037,13.27971,Dispensary,Tsukumu / Tilijo,State Primary Healthcare Development Agency,Michika,ADSMCH12,Unknown,eHA Polio,
Yewa Dispensary,,10.25909424,13.33551025,Dispensary,Mujara,State Primary Healthcare Development Agency,Mubi South,ADSGYL08,Functional,eHA Polio,Yewa Fulani Maternity Hospital
Karlahi Primary Health Center,"Karlahi Maternity And Child Health, Ganye - Jimeta Federal Road, Fufore, Adamawa, Nigeria",8.84206923,12.57217307,Primary Health Center,Karlahi,State Primary Healthcare Development Agency,Fufore,ADSFUR05,Functional,eHA Polio,
Labondo Primary Health Care Center,"Labondo, Girei, Adamawa, Nigeria",9.36905064,12.40225199,Primary Health Center,Dakri,State Primary Healthcare Development Agency,Girei,ADSGRE01,Functional,eHA Polio,
Zakawon Primary Health Centerc,"Zakawon Primary Health Centerc, A345, Lafia, Larmurde, Adamawa, Nigeria",9.666126,11.83231679,Primary Health Center,Dumna,State Primary Healthcare Development Agency,Guyuk,ADSGUY06,Functional,eHA Polio,
Bochikiri Primary Health Center,"A345, Lafia, Larmurde, Adamawa, Nigeria",9.6428419,11.83812325,Primary Health Center,Dumna,State Primary Healthcare Development Agency,Guyuk,ADSGUY06,Functional,eHA Polio,
Naya Health Post,"Teungo, Adamawa, Nigeria",8.158577,11.92948,Dispensary,Kiri 1,Others,Toungo,ADSTNG04,Functional,eHA Polio,
Wajah Primary Health Center,"Wajah Primary Health Center, A13, Dilpurtu, Hong, Adamawa, Nigeria",10.2339118,12.91845473,Primary Health Center,Hong,State Primary Healthcare Development Agency,Hong,ADSHNG06,Functional,eHA Polio,
Ardo Yahaya Primary Health Center,"Abuja Road, Yola, Yola North, Adamawa, Nigeria",9.17816501,12.54038985,Primary Health Center,Mbamba,State Primary Healthcare Development Agency,Yola South,ADSYLA06,Functional,eHA Polio,
Wuro Dole Primary Health Center,"Nana Village, Girei, Adamawa, Nigeria",9.38111326,12.6033822,Primary Health Center,Wuro Dole,State Primary Healthcare Development Agency,Girei,ADSGRE10,Functional,eHA Polio,
Bekaji Health Center,"Yola South, Adamawa, 640221, Nigeria",9.2595477,12.43958335,Primary Health Center,Karewa,State Primary Healthcare Development Agency,Yola North,ADSYLN06,Functional,eHA Polio,
Wuro Dauda Health Center,"Song, Adamawa, Nigeria",9.744932993,12.71348526,Primary Health Center,Kilange Hirna,Others,Song,ADSSNG05,Unknown,eHA Polio,
Fufore Maternal and Child Health Clinic,"Abba Kumbo Health Clinic, Yola - Gurin Federal Road, Wuro Ali, Fufore, Adamawa, Nigeria",9.2185063,12.65101915,Primary Health Center,Fufore,State Primary Healthcare Development Agency,Fufore,ADSFUR03,Functional,eHA Polio,
Njanjanre Health Post,"Fufore, Adamawa, Nigeria",9.22245391,12.73874087,Dispensary,Fufore,State Primary Healthcare Development Agency,Fufore,ADSFUR03,Functional,eHA Polio,Njangnjangre Health Clinic
Wuro Yelde Health Post,"Wuro Yelde Health Post Gurin, Yola - Gurin Federal Road, Wuro Ali, Fufore, Adamawa, Nigeria",9.11734085,12.87270072,Dispensary,Gurin,State Primary Healthcare Development Agency,Fufore,ADSFUR04,Functional,eHA Polio,
Mayo Ine Primary Health Center,"Mayo Ine Primary Health Center, Wafango, Fufore, Adamawa, Nigeria",9.11534585,12.23097718,Primary Health Center,Mayo Inne,State Primary Healthcare Development Agency,Fufore,ADSFUR06,Functional,eHA Polio,
Gudusu Primary Health Care Center,"Wuro Yolde, Fufore, Adamawa, Nigeria",9.50993121,12.64401037,Primary Health Center,Pariya,State Primary Healthcare Development Agency,Fufore,ADSFUR07,Functional,eHA Polio,
Girei Primary Health Care Center,"Girei, Adamawa, Nigeria",9.365226677,12.54072834,Primary Health Center,Girei 1,State Primary Healthcare Development Agency,Girei,ADSGRE04,Functional,eHA Polio,
Sangere Primary Health Care Clinic,"Jimeta, Girei, Adamawa, Nigeria",9.34395213,12.51196502,Primary Health Center,Girei 1,State Primary Healthcare Development Agency,Girei,ADSGRE04,Functional,eHA Polio,
Gugu Primary Health Care,"Guyuk, Adamawa, Nigeria",9.77363475,11.97240303,Primary Health Center,Banjiram,State Primary Healthcare Development Agency,Guyuk,ADSGUY01,Functional,eHA Polio,
Garaha Dutse Health Post,"Garaha Dutse Health Post, Garha, Hong, Adamawa, Nigeria",10.39895846,12.88681386,Dispensary,Garaha,State Primary Healthcare Development Agency,Hong,ADSHNG03,Functional,eHA Polio,
Binkola Primary Health Care Center,"A13, Maya Belwa, Mayo-Belwa, Adamawa, Nigeria",9.00705183,12.03884103,Primary Health Center,Yoffo,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA12,Functional,eHA Polio,
Sebore Ahmadu Health Center,"A8, Sebore Getore, Mayo-Belwa, Adamawa, Nigeria",8.90939364,12.11129116,Primary Health Center,Mayo Farang,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA07,Functional,eHA Polio,
Watame Health Post,"Mayo-Belwa, Adamawa, Nigeria",9.14322214,11.83075779,Dispensary,Gorobi,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA05,Functional,eHA Polio,
Waka Health Post,"Mayo-Belwa, Adamawa, Nigeria",9.15996364,11.81052376,Dispensary,Gorobi,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA05,Functional,eHA Polio,Waka Kasuwa Health Post
Gangwaso Primary Health Care Center,"Mayo-Belwa, Adamawa, Nigeria",8.8175291,12.00518707,Primary Health Center,Tola,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA11,Functional,eHA Polio,
Chukkul Primary Health Center,"Chikol, Mayo-Belwa, Adamawa, Nigeria",9.00384016,11.95644961,Primary Health Center,Yoffo,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA12,Functional,eHA Polio,
Malamre Primary Health Center,"Karewa, Yola South, Adamawa, 640221, Nigeria",9.24657586,12.45268432,Primary Health Center,Karewa,State Primary Healthcare Development Agency,Yola North,ADSYLN06,Functional,eHA Polio,
Jimeta Clinic and Maternity,"Yola South, Adamawa, 640221, Nigeria",9.27479069,12.44810581,Maternity Home,Luggere,State Primary Healthcare Development Agency,Yola North,ADSYLN08,Functional,eHA Polio,
Namtari Primary Health Center,"Namtari Manga, Yola North, Adamawa, Nigeria",9.30846566,12.28943541,Primary Health Center,Namtari,State Primary Healthcare Development Agency,Yola South,ADSYLA08,Functional,eHA Polio,
Duwo Health Post,"Karabli Health Post, Dumna, Guyuk, Adamawa, Nigeria",9.71097304,11.8770348,Dispensary,Dumna,State Primary Healthcare Development Agency,Guyuk,ADSGUY06,Functional,eHA Polio,
Bodwai Health Post,"Garin Mairakuni, Shelleng, Adamawa, Nigeria",9.998718262,12.05908203,Dispensary,Bodwai,State Ministry of Health,Shelleng,ADSSHG02,Unknown,eHA Polio,
Sauka Health Center,"Sauka Health Facility, A4, Guyuk, Adamawa, Nigeria",9.90181119,11.90935459,Primary Health Center,Guyuk,State Primary Healthcare Development Agency,Guyuk,ADSGUY07,Not Functional,eHA Polio,
Dulmava Health Post,"Mutuku, Hong, Adamawa, Nigeria",10.29498294,12.95940114,Dispensary,Bangshika,State Primary Healthcare Development Agency,Hong,ADSHNG01,Not Functional,eHA Polio,
Mombol Primary Health Center,"Wuro Abubakar, Hong, Adamawa, Nigeria",10.11407375,13.05092049,Primary Health Center,Hoserezum,Others,Hong,ADSHNG07,Unknown,eHA Polio,
Garaha Larh Health Post,"Bitirldumbwal, Hong, Adamawa, Nigeria",10.41008641,12.84773435,Dispensary,Garaha,State Primary Healthcare Development Agency,Hong,ADSHNG03,Not Functional,eHA Polio,
Kwapre Health Post,,10.46757807,12.84384243,Dispensary,Garaha,State Primary Healthcare Development Agency,Hong,ADSHNG03,Functional,eHA Polio,
Gang Subeni Health Post,"Yorro, Taraba, Nigeria",8.65042295,11.77994163,Dispensary,Gang Fada,State Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA03,Not Functional,eHA Polio,
Tsalbu Primary Health Center,"Natasha Outpost Clinic, Guyuk, Adamawa, Nigeria",9.70036527,11.88428959,Primary Health Center,Dumna,State Primary Healthcare Development Agency,Guyuk,ADSGUY06,Functional,eHA Polio,
Gongoshi Health Post,"Wuro Malam Musa, Demsa, Adamawa, Nigeria",9.29789151,12.13958246,Dispensary,Yolde Kohi,State Primary Healthcare Development Agency,Yola South,ADSYLA11,Functional,eHA Polio,
Wuro Hausa Clinic,"Yola, Yola North, Adamawa, Nigeria",9.20804972,12.49424644,Primary Health Center,Makama A,State Ministry of Health,Yola South,ADSYLA04,Functional,eHA Polio,
Njoboliyo Health Clinic,"Girei, Adamawa, Nigeria",9.22418728,12.58096936,Primary Health Center,Mbamba,State Primary Healthcare Development Agency,Yola South,ADSYLA06,Functional,eHA Polio,
Modibbo Primary Health Center,"Ganye - Jimeta Federal Road, Beti Bappawo, Fufore, Adamawa, Nigeria",9.08997941,12.70319995,Primary Health Center,Beti,State Primary Healthcare Development Agency,Fufore,ADSFUR01,Functional,eHA Polio,
Mandzaa Health Post,"Miyaduma, Hong, Adamawa, Nigeria",10.24928452,12.92948061,Dispensary,Shangui,State Primary Healthcare Development Agency,Hong,ADSHNG10,Functional,eHA Polio,
Wauro Jabbe Health Center,"Wauro Jabbe, Yola South, Adamawa, Nigeria",9.261609232,12.39283013,Primary Health Center,Namtari,National Primary Healthcare Development Agency,Yola South,ADSYLA08,Unknown,eHA Polio,
Yelwa Health Clinic,"Ganye, Adamawa, Nigeria",8.526877607,11.95626873,Primary Health Center,Timdore,State Ministry of Health,Ganye,ADSGAN09,Unknown,eHA Polio,
Song Gari Primary Health Center,"Song, Adamawa, Nigeria",9.82070446,12.6199646,Primary Health Center,Song Gari,Others,Song,ADSSNG07,Unknown,eHA Polio,
Mayo Farang Primary Health Center,"A8, Sebore Getore, Mayo-Belwa, Adamawa, Nigeria",8.951751,12.06182965,Primary Health Center,Mayo Farang,National Primary Healthcare Development Agency,Mayo-Belwa,ADSMWA07,Unknown,eHA Polio,
Bondeno Primary Health Center,"Primary Health Centre Clinic, A4, Gora, Shani, Borno, Nigeria",10.02872562,11.97183609,Primary Health Center,Bodeno,Others,Guyuk,ADSGUY03,Unknown,eHA Polio,
Chikila Primary Health Care Center,"Guyuk, Adamawa, Nigeria",9.786232948,11.90825653,Primary Health Center,Chikila,Others,Guyuk,ADSGUY04,Functional,eHA Polio,Chikila Maternal And Child Health Clinic
Kpasham Maternal and Child Health Clinic,"Numan, Adamawa, Nigeria",9.303317,11.76576,Primary Health Center,Kpasham,Others,Demsa,ADSDSA08,Unknown,eHA Polio,Kpasham Primary Health Care Center
Maiha Gari Maternal and Child Health Clinic,"Maiha, Adamawa, Nigeria",9.993447,13.21851,Primary Health Center,Maiha Gari,Others,Maiha,ADSMAH04,Functional,eHA Polio,
Buppa Maternity,"Mavouma�, Michika, Adamawa, Nigeria",10.45847,13.41898,Maternity Home,Zah,Others,Michika,ADSMCH16,Functional,eHA Polio,
Madagali Comprehensive Health Center,"community base bamaco initiative, A13, Visik, Madagali, Adamawa, Nigeria",10.89354,13.61906,Comprehensive Health Center,Madagali,Others,Madagali,ADSMDG06,Functional,eHA Polio,
Gwapopolok Primary Health Center,"Gwapopolok Health Clinic, Gwapopolok, Gwaskara, Shani, Borno, Nigeria",10.25318,12.16401,Primary Health Center,Gwapopolok,Others,Shelleng,ADSSHG04,Unknown,eHA Polio,
Dashen Primary Health Center,"Dashen Health Clinic, A8, DasHEN, Jada, Adamawa, Nigeria",8.577275276,12.13427067,Primary Health Center,Nyibago,Others,Jada,ADSJAD10,Functional,eHA Polio,
Mapeo Primary Health Center,"Ganye - Jimeta Federal Road, Jada, Adamawa, Nigeria",8.72591266,12.51114847,Primary Health Center,Mapeo,State Primary Healthcare Development Agency,Jada,ADSJAD07,Unknown,eHA Polio,
Nyako Maternity,"Little Gombi, Gombi, Adamawa, Nigeria",10.1614,12.74115333,Maternity Home,Gombi South,Others,Gombi,ADSGMB07,Unknown,eHA Polio,
Garkida General Hospital,"Gunjuku, Gombi, Adamawa, Nigeria",10.410965,12.565445,General Hospital,Garkida,Others,Gombi,ADSGMB05,Functional,eHA Polio,
Mohammadu Gambo Jimeta Health Center,"Jimeta, Girei, Adamawa, 640221, Nigeria",9.283308029,12.45896816,Primary Health Center,Limawa,State Primary Healthcare Development Agency,Yola North,ADSYLN07,Unknown,eHA Polio,
Opalo Primary Health Clinic,"Opalo Primary Health Clinic, A345, Lafia, Larmurde, Adamawa, Nigeria",9.511508,11.93152,Primary Health Center,Opalo,Others,Lamurde,ADSLMR07,Unknown,eHA Polio,
Kwagol Primary Health Center,"Kwagor Ngula, Maiha, Adamawa, Nigeria",9.970728,13.11782,Primary Health Center,Sorau A,Others,Maiha,ADSMAH08,Functional,eHA Polio,
Sina Kwande Clinic,,10.56683,13.52671,Private Non Profit,Sina Kamale,Others,Michika,ADSMCH11,Functional,eHA Polio,
Wuroyanka Health Clinic,"Wurianka, Shelleng, Adamawa, Nigeria",9.686771,12.09852,Primary Health Center,Libbo,Others,Shelleng,ADSSHG08,Unknown,eHA Polio,
Dzangula Health Center,"Hong, Adamawa, Nigeria",10.29642052,12.77384227,Primary Health Center,Guyaku,National Primary Healthcare Development Agency,Gombi,ADSGMB08,Functional,eHA Polio,
Lafiya Dispensary Malabu,"Lafiya Dispensary Malabu, Malabu, Fufore, Adamawa, Nigeria",9.55590469,12.78192665,Dispensary,Wuro Bokki,National Primary Healthcare Development Agency,Fufore,ADSFUR10,Functional,eHA Polio,
Pariya Maternal and Child Health Clinic,"Pariya Maternal And Child Health Clinic, Fufore, Adamawa, Nigeria",9.37919882,12.70031346,Primary Health Center,Pariya,Local Government Area,Fufore,ADSFUR07,Functional,eHA Polio,
Bazza Town Clinic,"A13, Jidil, Michika, Adamawa, Nigeria",10.57106,13.3264,Primary Health Center,Bazza Margi,Others,Michika,ADSMCH01,Unknown,eHA Polio,
Borrong Maternal and Child Health Clinic,"Numan, Demsa, Adamawa, Nigeria",9.537719727,12.17791748,Maternity Home,Borrong,State Primary Healthcare Development Agency,Demsa,ADSDSA02,Functional,eHA Polio,
Burthi Primary Health Center,"Zakowan, Larmurde, Adamawa, Nigeria",9.67594782,11.84328983,Primary Health Center,Dumna,State Primary Healthcare Development Agency,Guyuk,ADSGUY06,Functional,eHA Polio,
Gurin Primary Health Care Center,"Gurin Pbf Health Facilities, Yola - Gurin Federal Road, Gurin, Fufore, Adamawa, Nigeria",9.1117096,12.88423777,Primary Health Center,Gurin,State Primary Healthcare Development Agency,Fufore,ADSFUR04,Functional,eHA Polio,
Muninga Maternity Health Clinic,"Muninga Maternity Health Clinic, Muninga, Fufore, Adamawa, Nigeria",9.19327776,12.87891734,Maternity Home,Gurin,State Primary Healthcare Development Agency,Fufore,ADSFUR04,Functional,eHA Polio,
Dakri Primary Health Care Clinic,"Kofare, Girei, Adamawa, Nigeria",9.33562267,12.45764255,Primary Health Center,Dakri,State Primary Healthcare Development Agency,Girei,ADSGRE01,Functional,eHA Polio,
Bille Maternal and Child Health Clinic,"Demsa, Adamawa, Nigeria",9.25189209,11.86248779,Primary Health Center,Bille,Others,Demsa,ADSDSA01,Unknown,eHA Polio,
Girgithang Health Post,"Gombi, Adamawa, Nigeria",10.323,12.59657,Dispensary,Guyaku,Others,Gombi,ADSGMB08,Unknown,eHA Polio,
Njiburi Health Center,"Nyibiri, Michika, Adamawa, Nigeria",10.60292882,13.52610309,Primary Health Center,Sina Kamale,Others,Michika,ADSMCH11,Functional,eHA Polio,
Lokuwa Gss Dispensary,"Mubi, Mubi North, Adamawa, Nigeria",10.26928711,13.28822677,Dispensary,Lokuwa,Secondary School,Mubi North,ADSMUB05,Unknown,eHA Polio,
Baure Health Clinic,"Gombi, Adamawa, Nigeria",10.11743792,12.4558203,Primary Health Center,Gaanda,Others,Gombi,ADSGMB03,Functional,eHA Polio,Baure Health Post
Tipsan Health Clinic,"Teungo, Adamawa, Nigeria",8.008941917,12.16102211,Primary Health Center,Toungo 2,Others,Toungo,ADSTNG09,Functional,eHA Polio,
Garfite Health Post,"Gombi, Adamawa, Nigeria",10.26407,12.54543,Dispensary,Tawa,Others,Gombi,ADSGMB09,Functional,eHA Polio,
Dumne Lccn Health Clinic,"Song, Adamawa, Nigeria",9.781183847,12.39592572,Primary Health Center,Dumne,State Primary Healthcare Development Agency,Song,ADSSNG02,Unknown,eHA Polio,
Mbai Maternal and Child Health Clinic,"Song, Adamawa, Nigeria",9.621276855,12.43969727,Primary Health Center,Suktu,State Primary Healthcare Development Agency,Song,ADSSNG09,Unknown,eHA Polio,
Gude Primary Health Care,"Gashiga, Mubi South, Adamawa, Nigeria",10.19718,13.31016,Primary Health Center,Gude,Others,Mubi South,ADSGYL04,Functional,eHA Polio,
Vimtim Primary Health Care Clinic,"Barama Lokuwa, Mubi North, Adamawa, Nigeria",10.32716185,13.30935081,Primary Health Center,Vimtim,State Primary Healthcare Development Agency,Mubi North,ADSMUB10,Functional,eHA Polio,
Nyasikasi Health Clinic,"Gashaka, Taraba, Nigeria",7.852462297,11.65152102,Primary Health Center,Gumti,State Primary Healthcare Development Agency,Toungo,ADSTNG03,Unknown,eHA Polio,
Mijilu Maternal and Child Health Clinic,"Gwambula, Mubi North, Adamawa, Nigeria",10.4429775,13.33561627,Primary Health Center,Mijilu,State Primary Healthcare Development Agency,Mubi North,ADSMUB07,Functional,eHA Polio,Mijilu Health Clinic
Gogra Health Post,"Fufore, Adamawa, Nigeria",8.94538,12.57342,Dispensary,Karlahi,State Primary Healthcare Development Agency,Fufore,ADSFUR05,Functional,eHA Polio,
Dagberum Health Clinic,"Dagberum Health Clinic, Ganye, Adamawa, Nigeria",8.373577743,12.00653225,Primary Health Center,Sugu,State Primary Healthcare Development Agency,Ganye,ADSGAN08,Functional,eHA Polio,
Demsa Maternity,"Demsa maternity, A345, Farei, Demsa, Adamawa, Nigeria",9.45437,12.15167,Maternity Home,Demsa,State Primary Healthcare Development Agency,Demsa,ADSDSA03,Unknown,eHA Polio,
Wamirete Primary Health Center,"Gombi, Adamawa, Nigeria",10.21535,12.34511,Primary Health Center,Gabon,State Primary Healthcare Development Agency,Gombi,ADSGMB04,Functional,eHA Polio,
Bagira Health Clinic,"Muji, Mubi North, Adamawa, Nigeria",10.32155,13.40066,Primary Health Center,Muchalla,State Primary Healthcare Development Agency,Mubi North,ADSMUB08,Functional,eHA Polio,
Kurmi Primary Health Center,"Mubi North, Adamawa, Nigeria",10.24213613,13.15336859,Primary Health Center,Mayo Lope,Others,Hong,ADSHNG09,Unknown,eHA Polio,
Sina Gali Primary Health Center,"Sina Mala, Michika, Adamawa, Nigeria",10.49719157,13.52178377,Primary Health Center,Sina Kamale,Others,Michika,ADSMCH11,Unknown,eHA Polio,
Bagale Health Clinic,"Fufore, Adamawa, Nigeria",9.34477,12.68353,Primary Health Center,Pariya,State Ministry of Health,Fufore,ADSFUR07,Functional,eHA Polio,
Uding Maternal and Child Health Clinic,"Udin, Hong, Adamawa, Nigeria",10.15292263,12.90575981,Primary Health Center,Daksiri,Others,Hong,ADSHNG02,Functional,eHA Polio,Uding Primary Health Center
Sankeupo Health Post,"Jada, Adamawa, Nigeria",8.513266563,12.02681065,Dispensary,Danaba,Others,Jada,ADSJAD01,Functional,eHA Polio,
Wuro Daudo Primary Health Center,"Song, Adamawa, Nigeria",9.936956667,12.518825,Primary Health Center,Gudu Mboi,Others,Song,ADSSNG03,Functional,eHA Polio,
Wuro De Primary Health Center,"Song, Adamawa, Nigeria",9.76570863,12.72586062,Primary Health Center,Kilange Funa,Others,Song,ADSSNG04,Unknown,eHA Polio,
Kwarhi Primary Health Center,"Marraraba, Hong, Adamawa, Nigeria",10.31745584,13.15802334,Primary Health Center,Mayo Lope,Others,Hong,ADSHNG09,Functional,eHA Polio,
Gombi Primary Health Center,"Gombi, Adamawa, Nigeria",10.17943382,12.73663044,Primary Health Center,Gombi North,Others,Gombi,ADSGMB06,Unknown,eHA Polio,
Munga Primary Health Center,,10.29458618,12.88897991,Primary Health Center,Shangui,Others,Hong,ADSHNG10,Unknown,eHA Polio,
Deremina Primary Health Center,,9.918125,11.95899833,Primary Health Center,Purakayo,Others,Guyuk,ADSGUY10,Unknown,eHA Polio,
Dilli Primary Health Center,,9.53722,12.15944,Primary Health Center,Dilli,Others,Demsa,ADSDSA04,Unknown,eHA Polio,Dilli Health Clinic
Hrh Francis Dire Memorial Clinic Maternal and Child Health,,9.457798,12.04469,Primary Health Center,Nassarawo Demsa,Others,Demsa,ADSDSA10,Unknown,eHA Polio,
No Doctors In The Hospital,"Jada, Adamawa, Nigeria",8.572529,12.25272,Primary Health Center,Bakari Goso,Others,Ganye,ADSGAN01,Unknown,eHA Polio,
Gantimen Clinic,"Jada, Adamawa, Nigeria",8.628669,12.24554,Primary Health Center,Bakari Goso,Others,Ganye,ADSGAN01,Unknown,eHA Polio,
Daksam B Health Post,,8.470757,11.94575,Dispensary,Timdore,Others,Ganye,ADSGAN09,Functional,eHA Polio,
Ngurori Yebbi Health Post,"Ngurore Yebbi, Ganye, Adamawa, Nigeria",8.575524,11.95555,Dispensary,Yebbi,Others,Ganye,ADSGAN10,Unknown,eHA Polio,
Gangjari Health Post,"Ganye, Adamawa, Nigeria",8.536045,11.91541,Dispensary,Yebbi,Others,Ganye,ADSGAN10,Functional,eHA Polio,
Girinburum Primary Health Center,"Buka, Mubi South, Adamawa, Nigeria",10.11581,13.39895,Primary Health Center,Duvu,National Primary Healthcare Development Agency,Mubi South,ADSGYL02,Unknown,eHA Polio,
Kwaja p b f Health Facilities,"Boudjouma, Mubi South, Adamawa, Nigeria",10.10668,13.31199,Primary Health Center,Kwaja,Others,Mubi South,ADSGYL05,Unknown,eHA Polio,
Gimulungwa Primary Health Care,"Moduva, Mubi South, Adamawa, Nigeria",10.18232,13.3599,Primary Health Center,Mujara,Others,Mubi South,ADSGYL08,Functional,eHA Polio,
Asaal Nursig Home,"Mubi, Mubi North, Adamawa, Nigeria",10.26216,13.25795,Primary Health Center,Lamurde,Others,Mubi South,ADSGYL06,Unknown,eHA Polio,
Sabon Layin Primary Health Center,"Lafia, Larmurde, Adamawa, Nigeria",9.576568,11.73548,Primary Health Center,Ngbebogun,Others,Lamurde,ADSLMR06,Functional,eHA Polio,
Humbutuidi Maternity,"humbutuidi pbf heath facility, Sorau - Mubi Road, Paka, Maiha, Adamawa, Nigeria",10.123,13.15877,Maternity Home,Humbutudi,Others,Maiha,ADSMAH02,Functional,eHA Polio,
Boken Dispensary,"Nderbode, Maiha, Adamawa, Nigeria",10.001,13.24651,Dispensary,Maiha Gari,Others,Maiha,ADSMAH04,Functional,eHA Polio,
Hubare Health Clinic,"Hubbare, Maiha, Adamawa, Nigeria",10.09078,13.09942,Primary Health Center,Manjekin,Others,Maiha,ADSMAH05,Functional,eHA Polio,
Dafura A and B Health Post,"bamako clinic kwaboon, Luggarewa, Maiha, Adamawa, Nigeria",10.04704,13.07812,Dispensary,Manjekin,Others,Maiha,ADSMAH05,Functional,eHA Polio,
Hamdalla Bamako Health Post,"Maiha, Adamawa, Nigeria",10.05829,13.18585,Dispensary,Mayo Nguli,Others,Maiha,ADSMAH06,Functional,eHA Polio,
Pakka Primary Health Center,"pakka primary heath center, Sorau - Mubi Road, Paka, Mubi South, Adamawa, Nigeria",10.1232,13.2187,Primary Health Center,Pakka,Others,Maiha,ADSMAH07,Unknown,eHA Polio,
Kongoli Pbf Health Facilities Maiha,"Konkul, Maiha, Adamawa, Nigeria",9.788874,13.10603,Primary Health Center,Sorau B,Others,Maiha,ADSMAH09,Functional,eHA Polio,Kongoli Health Clinic
Wuro Iya Maternity Center,"Lya, Maiha, Adamawa, Nigeria",9.956347,13.22676,Maternity Home,Tambajam,Others,Maiha,ADSMAH10,Functional,eHA Polio,
Jigalambu Primary Health Care Center,"A13, Jidil, Michika, Adamawa, Nigeria",10.57977,13.34069,Primary Health Center,Jigalambu,Others,Michika,ADSMCH04,Unknown,eHA Polio,
Blashafa Primary Health Center,"Kuda, Michika, Adamawa, Nigeria",10.63287,13.32252,Primary Health Center,Madzi,Others,Michika,ADSMCH05,Functional,eHA Polio,
Michika Town Primary Health Center,"Michika, Adamawa, Nigeria",10.61918,13.39255,Primary Health Center,Michika 1,Others,Michika,ADSMCH06,Unknown,eHA Polio,
Kamale Primary Health Care Center,"Madagali, Adamawa, Nigeria",10.64258,13.54267,Primary Health Center,Sina Kamale,Others,Michika,ADSMCH11,Unknown,eHA Polio,
Tsukumi Primary Health Center,"A13, Jidil, Michika, Adamawa, Nigeria",10.55794,13.30828,Primary Health Center,Tsukumu / Tilijo,Others,Michika,ADSMCH12,Unknown,eHA Polio,
Wabilimi Health Center,"Yammu, Michika, Adamawa, Nigeria",10.58456,13.38532,Primary Health Center,Wambilimi / Tili,Others,Michika,ADSMCH15,Unknown,eHA Polio,
Duhu Primary Health Center Magaji,"duhu primary heath center, A13, Gulak, Madagali, Adamawa, Nigeria",10.78883,13.44112,Primary Health Center,Duhu,Others,Madagali,ADSMDG02,Unknown,eHA Polio,
Muduvu Health Center,"Mildo, Madagali, Adamawa, Nigeria",10.8004,13.5915,Primary Health Center,Wula,Others,Madagali,ADSMDG10,Functional,eHA Polio,
Betso Primary Health Center,"Michika, Adamawa, Nigeria",10.50306,13.32632,Primary Health Center,Betso,Others,Mubi North,ADSMUB02,Unknown,eHA Polio,
Umaru Jibirilla Kolere,"Mubi, Mubi North, Adamawa, Nigeria",10.26601,13.27333,Primary Health Center,Kolere,Others,Mubi North,ADSMUB04,Unknown,eHA Polio,
